resume_text,category
"Experienced Java Developer with 14 years in the industry. Proficient in Maven, JVM, Multithreading, Microservices, JUnit, Java. Projects: Implemented E-commerce Backend which improved efficiency by 17%. Led the team in creating E-commerce Backend with focus on SQL, Multithreading, Hibernate.",Java Developer
"Junior Full Stack Developer with a solid foundation in Docker, MongoDB, Java, SQL, REST API, Node.js. Eager to contribute to innovative projects. Projects: Architected a SaaS Application using Java, React, Node.js and deployed on Azure. Implemented SaaS Application which improved efficiency by 40%. Architected a Real-time Chat App using SQL, Docker, Java and deployed on Azure.",Full Stack Developer
"Junior Java Developer with a solid foundation in Maven, Multithreading, Java, REST API, JVM, Hibernate. Eager to contribute to innovative projects. Projects: Architected a Flight Booking API using Maven, REST API, Java and deployed on Azure. Developed a Inventory Management System using Multithreading, JUnit, Java. Implemented Flight Booking API which improved efficiency by 11%.",Java Developer
"Full Stack Developer lead with 1 years of experience. Skilled at Spring Boot, MongoDB, Docker, Node.js, Express, React and team management. Projects: Implemented Healthcare Portal which improved efficiency by 12%. Developed a Real-time Chat App using JavaScript, Express, Docker. Led the team in creating Real-time Chat App with focus on React, Java, Spring Boot.",Full Stack Developer
"Junior HR with a solid foundation in Employee Relations, Payroll, HR Policies, Onboarding, Training, Talent Acquisition. Eager to contribute to innovative projects. Projects: Developed a Performance Review System using Onboarding, Employee Relations, Recruitment. Implemented ATS Implementation which improved efficiency by 15%.",HR
"Experienced HR with 13 years in the industry. Proficient in Strategic HR, Recruitment, Training, HR Policies, Onboarding, Payroll. Projects: Led the team in creating ATS Implementation with focus on Onboarding, Talent Acquisition, HR Policies. Architected a Performance Review System using Employee Relations, Talent Acquisition, HR Policies and deployed on GCP.",HR
"Certified Frontend Developer expert with a strong background in Redux, Web Design, JavaScript, React, Tailwind CSS, TypeScript. Passionate about building scalable solutions. Projects: Developed a Dashboard UI using Tailwind CSS, HTML5, Bootstrap. Developed a Portfolio Website using Bootstrap, Redux, Tailwind CSS.",Frontend Developer
"Results-driven Java Developer professional with expertise in Spring Boot, JVM, Maven, REST API, SQL, JUnit. Worked on several high-impact projects. Projects: Developed a Inventory Management System using Multithreading, Maven, REST API. Architected a Flight Booking API using Spring Boot, Microservices, Multithreading and deployed on Azure. Implemented Banking Microservices which improved efficiency by 48%.",Java Developer
"Results-driven Data Science professional with expertise in Data Visualization, Machine Learning, NLP, PyTorch, Python, NumPy. Worked on several high-impact projects. Projects: Architected a Image Recognition App using SQL, NLP, PyTorch and deployed on Azure.",Data Science
"Java Developer lead with 9 years of experience. Skilled at Hibernate, JVM, SQL, Multithreading, Microservices, Java and team management. Projects: Implemented Banking Microservices which improved efficiency by 30%. Led the team in creating Flight Booking API with focus on Multithreading, Java, JUnit.",Java Developer
"Results-driven Full Stack Developer professional with expertise in REST API, JavaScript, MongoDB, React, SQL, Java. Worked on several high-impact projects. Projects: Led the team in creating SaaS Application with focus on MongoDB, Docker, SQL.",Full Stack Developer
"Certified Full Stack Developer expert with a strong background in SQL, Node.js, Docker, Java, REST API, React. Passionate about building scalable solutions. Projects: Implemented Online Marketplace which improved efficiency by 25%. Led the team in creating Real-time Chat App with focus on Docker, React, SQL. Led the team in creating Healthcare Portal with focus on Express, React, Docker.",Full Stack Developer
"Certified DevOps expert with a strong background in CI/CD, Jenkins, Scripting, Monitoring, Docker, Azure. Passionate about building scalable solutions. Projects: Implemented Infrastructure as Code with Terraform which improved efficiency by 16%. Architected a Infrastructure as Code with Terraform using Docker, Scripting, Ansible and deployed on Azure. Developed a Infrastructure as Code with Terraform using CI/CD, Jenkins, Azure.",DevOps
"Certified HR expert with a strong background in HR Policies, Recruitment, Payroll, Strategic HR, Training, Onboarding. Passionate about building scalable solutions. Projects: Architected a Employee Engagement Portal using Training, Talent Acquisition, Employee Relations and deployed on Azure. Architected a Performance Review System using Payroll, HR Policies, Talent Acquisition and deployed on AWS. Developed a Payroll Automation using HR Policies, Employee Relations, Strategic HR.",HR
"Certified Frontend Developer expert with a strong background in Bootstrap, TypeScript, Tailwind CSS, HTML5, CSS3, React. Passionate about building scalable solutions. Projects: Led the team in creating Dashboard UI with focus on CSS3, Next.js, React. Architected a Social Media Feed using CSS3, HTML5, JavaScript and deployed on Azure. Architected a E-learning Platform using React, Redux, Tailwind CSS and deployed on AWS.",Frontend Developer
"Junior Tester with a solid foundation in JUnit, Manual Testing, SDLC, Selenium, Java, Bug Tracking. Eager to contribute to innovative projects. Projects: Led the team in creating Performance Benchmarking with focus on SDLC, Selenium, Automation Testing. Led the team in creating Mobile App Automation with focus on Manual Testing, SDLC, JUnit.",Tester
"Experienced Tester with 4 years in the industry. Proficient in Automation Testing, Java, API Testing, Selenium, Bug Tracking, TestNG. Projects: Developed a Security Testing Framework using Selenium, API Testing, Automation Testing.",Tester
"Full Stack Developer lead with 3 years of experience. Skilled at React, Spring Boot, Docker, REST API, SQL, JavaScript and team management. Projects: Led the team in creating Real-time Chat App with focus on Docker, JavaScript, MongoDB. Led the team in creating Healthcare Portal with focus on REST API, Java, SQL. Architected a Online Marketplace using React, Spring Boot, SQL and deployed on GCP.",Full Stack Developer
"Results-driven HR professional with expertise in Payroll, Recruitment, Talent Acquisition, Employee Relations, HR Policies, Training. Worked on several high-impact projects. Projects: Architected a Performance Review System using Talent Acquisition, Payroll, Recruitment and deployed on Azure. Led the team in creating Performance Review System with focus on Recruitment, HR Policies, Training. Implemented ATS Implementation which improved efficiency by 11%.",HR
"Experienced Full Stack Developer with 13 years in the industry. Proficient in Express, Spring Boot, Docker, React, REST API, Java. Projects: Architected a SaaS Application using Java, Spring Boot, React and deployed on AWS. Architected a Real-time Chat App using Express, Spring Boot, Node.js and deployed on AWS.",Full Stack Developer
"Results-driven Full Stack Developer professional with expertise in Node.js, React, Express, REST API, Java, Docker. Worked on several high-impact projects. Projects: Led the team in creating SaaS Application with focus on SQL, MongoDB, Java.",Full Stack Developer
"Junior DevOps with a solid foundation in AWS, Linux, Terraform, Jenkins, CI/CD, Azure. Eager to contribute to innovative projects. Projects: Led the team in creating Cloud Migration Project with focus on Jenkins, Scripting, CI/CD. Developed a Monitoring Dashboard using Linux, Kubernetes, Docker. Implemented Infrastructure as Code with Terraform which improved efficiency by 29%.",DevOps
"Experienced HR with 3 years in the industry. Proficient in Strategic HR, Recruitment, HR Policies, Onboarding, Employee Relations, Training. Projects: Developed a Employee Engagement Portal using Recruitment, Talent Acquisition, HR Policies. Developed a ATS Implementation using HR Policies, Recruitment, Employee Relations. Implemented Payroll Automation which improved efficiency by 24%.",HR
"Junior DevOps with a solid foundation in Terraform, Azure, Jenkins, AWS, Linux, Kubernetes. Eager to contribute to innovative projects. Projects: Implemented Kubernetes Deployment Pipeline which improved efficiency by 39%. Developed a Kubernetes Deployment Pipeline using AWS, Terraform, Scripting. Led the team in creating Kubernetes Deployment Pipeline with focus on Kubernetes, Docker, CI/CD.",DevOps
"Results-driven HR professional with expertise in Onboarding, Employee Relations, Payroll, Recruitment, Strategic HR, Training. Worked on several high-impact projects. Projects: Implemented Payroll Automation which improved efficiency by 15%. Developed a ATS Implementation using Talent Acquisition, Employee Relations, Recruitment. Led the team in creating Performance Review System with focus on Strategic HR, HR Policies, Training.",HR
"Certified DevOps expert with a strong background in Azure, Docker, Scripting, Jenkins, Terraform, Kubernetes. Passionate about building scalable solutions. Projects: Implemented Cloud Migration Project which improved efficiency by 19%.",DevOps
"Junior Full Stack Developer with a solid foundation in Express, JavaScript, Spring Boot, Java, MongoDB, Docker. Eager to contribute to innovative projects. Projects: Developed a Real-time Chat App using Express, MongoDB, Node.js.",Full Stack Developer
"Results-driven Data Science professional with expertise in Deep Learning, TensorFlow, NumPy, NLP, SQL, Machine Learning. Worked on several high-impact projects. Projects: Implemented Fraud Detection System which improved efficiency by 18%. Architected a Image Recognition App using PyTorch, Machine Learning, Pandas and deployed on Azure.",Data Science
